Company index,Quoted,Country ISO code,NACE2,Operating revenue EU (Turnover LAY),Number of employees (LAY),Size classification,DPO,Purpose,Acquired data,Data sharing,Rights
8629,No,IT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1305.45,20.0,SME,0,1,0,0,1
8630,No,IT,MANUFACTURING,9952.293,51.0,SME,0,0,0,1,1
8631,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3642.025,2.0,SME,1,1,1,1,0
8632,No,ES,MANUFACTURING,1597.7873,40.0,SME,1,0,0,0,1
8633,No,ES,FINANCIAL AND INSURANCE ACTIVITIES,3136.69670100853,3.0,SME,1,1,1,1,0
8634,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,3136.69670100853,3.0,SME,1,1,1,1,1
8636,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,4573.557,13.0,SME,1,1,1,1,1
8638,No,DE,INFORMATION AND COMMUNICATION,1620.55678,19.0,SME,1,1,1,1,1
8639,No,IT,MANUFACTURING,1162.625,7.0,SME,1,0,1,1,1
8640,No,RO,INFORMATION AND COMMUNICATION,2096.69801213174,27.0,SME,1,0,1,0,1
8641,No,AT,MANUFACTURING,1954.5,,SME,0,1,1,1,0
8642,No,FR,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,1882.334,,SME,1,1,1,1,1
8643,No,IT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1189.421,1.0,SME,1,1,1,1,1
8644,No,SE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3136.69670100853,3.0,SME,0,0,1,1,1
8645,No,FI,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,1134.0,11.0,SME,1,1,1,1,1
8646,No,IT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1439.963,10.0,SME,0,1,0,0,0
8647,No,FI,REAL ESTATE ACTIVITIES,1994.0,,SME,1,1,1,1,1
8648,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,2706.357,6.0,SME,1,1,1,1,1
8649,No,FR,FINANCIAL AND INSURANCE ACTIVITIES,9433.212,29.0,SME,1,1,1,1,1
8650,No,DE,FINANCIAL AND INSURANCE ACTIVITIES,3136.69670100853,3.0,SME,1,1,0,0,1
8651,No,AT,INFORMATION AND COMMUNICATION,6281.0,,SME,1,1,0,1,1
8653,No,IT,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,1483.614,25.0,SME,1,0,0,1,1
8655,No,FR,MANUFACTURING,2742.52,,SME,1,0,1,1,0
8656,No,DE,MANUFACTURING,1750.0,12.0,SME,1,1,0,1,1
8657,No,HR,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,5255.26213422588,149.0,SME,1,0,0,0,1
8658,No,FR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1661.39,,SME,1,1,1,1,1
8659,No,MT,No Information,1847.856,,SME,1,1,0,1,1
8661,No,FR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",4584.833,,SME,1,0,1,1,1
8662,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,4421.709,,SME,0,1,1,1,1
8663,No,PL,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,2369.07182731198,74.0,SME,0,0,0,0,0
8664,No,SE,INFORMATION AND COMMUNICATION,2989.86212032581,4.0,SME,1,0,1,1,1
8665,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,2462.77886,6.0,SME,1,1,1,1,1
8666,No,LV,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,1432.293,10.0,SME,1,1,1,1,1
8667,No,FR,INFORMATION AND COMMUNICATION,2465.711,,SME,1,1,1,0,1
8668,No,DE,FINANCIAL AND INSURANCE ACTIVITIES,3136.69670100853,36.0,SME,1,0,0,0,1
8669,No,HR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1511.26177432621,24.0,SME,1,1,1,1,1
8670,No,HR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2930.8349413383,30.0,SME,1,1,1,1,0
8671,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,3136.69670100853,3.0,SME,1,1,0,1,1
8672,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,3136.69670100853,3.0,SME,1,1,1,1,1
8673,No,ES,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1245.21059,19.0,SME,1,0,0,0,0
8674,No,FR,FINANCIAL AND INSURANCE ACTIVITIES,1794.876,,SME,1,1,1,1,1
8675,No,IT,TRANSPORTATION AND STORAGE,1375.9,27.0,SME,1,0,0,1,0
8676,No,PL,MINING AND QUARRYING,1673.33286781678,2.0,SME,1,1,1,1,1
8678,No,DE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,2650.0,62.0,SME,1,0,0,0,1
8679,No,FI,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,9734.0,,SME,0,0,1,1,1
8680,No,IT,CONSTRUCTION,1943.314,9.0,SME,1,1,1,1,1
8681,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5980.0,9.0,SME,1,0,1,0,1
8682,No,SE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,9026.85109082241,,SME,1,1,1,1,0
8683,No,ES,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2435.85069,,SME,1,1,1,1,1
8684,No,DE,MANUFACTURING,4920.25044,5.0,SME,0,0,0,1,1
8685,No,PL,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,6924.84672015413,9.0,SME,1,1,1,1,1
8686,No,IT,INFORMATION AND COMMUNICATION,1379.326,17.0,SME,1,1,0,0,1
8687,No,PT,INFORMATION AND COMMUNICATION,2084.7785,45.0,SME,1,0,1,0,0
8688,No,ES,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,5198.97878,42.0,SME,0,0,0,1,1
8689,No,DE,FINANCIAL AND INSURANCE ACTIVITIES,3136.69670100853,3.0,SME,0,1,1,1,1
8690,No,SE,FINANCIAL AND INSURANCE ACTIVITIES,3293.32301017588,7.0,SME,1,1,0,1,1
8692,No,FI,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,7833.0,,SME,1,0,1,1,1
8693,No,SE,MANUFACTURING,3571.20257196924,14.0,SME,0,1,1,1,1
8696,No,FR,CONSTRUCTION,1913.959,,SME,1,1,1,1,1
8697,No,ES,MANUFACTURING,7197.60275,34.0,SME,0,0,0,1,1
8698,No,FI,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1562.0,17.0,SME,1,0,0,0,1
8699,No,ES,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,4957.48195,18.0,SME,0,0,1,0,0
8700,No,PT,MANUFACTURING,9325.03167,17.0,SME,1,1,1,1,0
8702,No,RO,MANUFACTURING,1126.75853480565,30.0,SME,1,0,1,0,1
8703,No,IT,REAL ESTATE ACTIVITIES,5143.348,8.0,SME,1,1,0,0,1
8705,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,1300.0,4.0,SME,1,0,0,0,1
8707,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,2195.511,15.0,SME,1,0,1,1,0
8708,No,ES,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,1484.86748,3.0,SME,0,1,0,0,1
8709,No,ES,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,4684.81175,14.0,SME,1,1,1,1,1
8711,No,DE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1300.0,6.0,SME,1,1,1,0,1
8712,No,IT,MANUFACTURING,2896.685,13.0,SME,1,1,1,1,1
8713,No,RO,MANUFACTURING,2826.70692876787,38.0,SME,1,1,1,0,1
8714,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3986.896,,SME,1,1,1,1,1
8715,No,ES,MANUFACTURING,3963.39044,21.0,SME,0,0,0,0,1
8716,No,ES,CONSTRUCTION,3559.6671,9.0,SME,1,1,1,1,0
8717,No,ES,MANUFACTURING,1885.50526,19.0,SME,0,1,1,1,0
8719,No,IT,TRANSPORTATION AND STORAGE,2569.777,2.0,SME,1,1,1,0,0
8720,No,PL,MANUFACTURING,1276.50522455949,35.0,SME,0,1,1,0,1
8721,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,7841.74175252132,3.0,SME,1,1,1,1,1
8723,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,6800.0,19.0,SME,1,0,0,0,1
8724,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,1541.403,5.0,SME,1,1,1,1,1
8725,No,IT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1665.874,15.0,SME,1,1,1,1,1
8726,No,PL,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1992.81076371736,2.0,SME,0,1,1,0,0
8727,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,2398.372,14.0,SME,0,1,0,1,1
8728,No,ES,REAL ESTATE ACTIVITIES,1189.76912,13.0,SME,1,1,1,0,0
8730,No,ES,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1132.58069,17.0,SME,1,1,1,1,1
8731,No,IT,MANUFACTURING,9360.566,13.0,SME,0,1,0,0,1
8732,No,HU,MANUFACTURING,5404.78919260512,79.0,SME,1,1,1,0,1
8733,No,DE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",7679.663,33.0,SME,0,1,1,1,0
8734,No,IE,No Information,1857.02070669066,11.0,SME,1,1,1,1,1
8735,No,FR,MANUFACTURING,3136.69670100853,3.0,SME,0,1,0,0,0
8736,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,1907.659,,SME,1,1,1,1,1
8737,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,8266.345,35.0,SME,1,1,0,1,1
8738,No,FI,INFORMATION AND COMMUNICATION,3201.0,26.0,SME,1,1,1,1,0
8739,No,DE,MANUFACTURING,4500.0,40.0,SME,0,1,0,0,1
8740,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5143.083,15.0,SME,1,1,1,0,1
8741,No,ES,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",8431.05534,10.0,SME,1,1,0,0,1
8742,No,DE,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,1300.0,12.0,SME,1,1,0,1,0
8743,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,1230.48,,SME,1,1,1,1,1
8745,No,ES,MANUFACTURING,6256.578,14.0,SME,0,0,0,0,1
8746,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,1187.323,,SME,1,1,0,0,0
8748,No,DE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1970.0,13.0,SME,0,1,0,1,1
8749,No,GR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5140.978,38.0,SME,1,0,1,0,0
8750,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,2769.554,21.0,SME,1,1,1,1,1
8752,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,9004.351,24.0,SME,0,0,1,0,0
8753,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,1085.289,4.0,SME,1,1,1,0,1
8754,No,SE,MANUFACTURING,3813.14304349542,11.0,SME,1,1,1,1,1
8755,No,IT,MANUFACTURING,5535.515,114.0,SME,0,0,0,0,0
8756,No,PL,MANUFACTURING,2916.56463016415,58.0,SME,1,1,0,0,1
8757,No,SI,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,9595.31088,6.0,SME,1,1,1,0,1
8758,No,IT,FINANCIAL AND INSURANCE ACTIVITIES,3136.69670100853,3.0,SME,1,0,0,1,1
8759,No,IT,"AGRICULTURE, FORESTRY AND FISHING",3576.098,1.0,SME,0,1,0,0,1
8760,No,DE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1350.033,12.0,SME,0,1,1,0,0
8761,No,FR,TRANSPORTATION AND STORAGE,2327.469,45.0,SME,1,0,1,0,1
8762,No,IT,MANUFACTURING,7771.767,28.0,SME,0,1,1,0,1
8763,No,FR,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,2122.257,64.0,SME,1,1,1,1,1
8764,No,ES,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1574.71382,14.0,SME,1,1,0,0,0
8766,No,ES,MANUFACTURING,2001.38022,20.0,SME,1,1,0,1,1
8767,No,GR,MANUFACTURING,1277.431,11.0,SME,1,1,0,1,1
8768,No,IT,MANUFACTURING,4656.252,41.0,SME,0,0,0,0,0
8769,No,FI,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,2118.0,5.0,SME,1,0,1,0,1
8770,No,ES,MANUFACTURING,1351.07156,18.0,SME,0,0,0,0,1
8771,No,PL,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,1905.3821098869,7.0,SME,1,1,1,1,1
8772,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,6519.303,21.0,SME,1,0,1,0,0
8773,No,BE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,6123.919,16.0,SME,0,1,0,1,1
8774,No,LT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,2574.627,2.0,SME,1,0,0,0,0
8775,No,FI,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1198.0,16.0,SME,1,1,1,0,1
8777,No,SE,INFORMATION AND COMMUNICATION,3697.10154271207,13.0,SME,1,1,1,1,1
8778,No,PL,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,6546.83573763699,,SME,0,0,0,0,0
8781,No,ES,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,2704.22464,5.0,SME,1,1,1,0,1
8782,No,FI,EDUCATION,2111.308,11.0,SME,0,1,1,1,0
8783,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,1258.998,4.0,SME,1,0,1,1,0
8784,No,CZ,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1501.15165681047,15.0,SME,1,1,1,1,1
8785,No,DE,INFORMATION AND COMMUNICATION,1691.422,10.0,SME,1,0,1,1,1
8786,No,SE,INFORMATION AND COMMUNICATION,1231.09087695984,25.0,SME,1,0,1,1,1
8787,No,IT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",5429.332,47.0,SME,1,0,0,1,0
8788,No,IT,CONSTRUCTION,1378.179,2.0,SME,0,1,1,0,0
8789,No,FR,TRANSPORTATION AND STORAGE,3834.72,,SME,0,1,1,1,0
8790,No,ES,MANUFACTURING,2243.03181,23.0,SME,0,0,1,0,0
8791,No,DK,FINANCIAL AND INSURANCE ACTIVITIES,3136.69670100853,3.0,SME,1,1,1,1,0
8792,No,IT,MANUFACTURING,2861.877,12.0,SME,0,0,0,0,0
8793,No,SK,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2335.764,,SME,0,0,1,0,1
8794,No,IT,CONSTRUCTION,5374.215,25.0,SME,1,1,1,1,1
8795,No,BG,INFORMATION AND COMMUNICATION,2269.57278416299,44.0,SME,1,1,1,1,1
8796,No,HU,INFORMATION AND COMMUNICATION,3136.69670100853,16.0,SME,1,1,1,1,1
8798,No,IT,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,1817.166,12.0,SME,0,1,1,1,1
8799,No,DE,MANUFACTURING,6550.0,37.0,SME,1,0,0,0,1
8800,No,PL,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,6650.07595935231,19.0,SME,1,0,0,0,0
8801,No,LT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2894.765,33.0,SME,1,0,0,0,0
8802,No,DE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",4146.0,26.0,SME,1,0,0,0,1
8803,No,SK,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,8727.566,8.0,SME,1,0,0,0,1
8804,No,IT,MANUFACTURING,5967.988,28.0,SME,0,1,1,1,1
8806,No,PT,CONSTRUCTION,2728.81557,34.0,SME,1,0,1,0,1
8808,No,GR,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,1259.292,15.0,SME,0,1,1,1,1
8809,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5532.27,12.0,SME,1,1,0,0,1
8810,No,IT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1807.863,15.0,SME,0,0,0,0,0
8811,No,FR,CONSTRUCTION,1192.52,,SME,0,0,1,1,1
8812,No,DE,MANUFACTURING,8889.87655,67.0,SME,1,1,1,1,1
8813,No,GR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3984.502,25.0,SME,1,1,1,1,1
8814,No,IT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1902.788,3.0,SME,1,1,0,0,1
8815,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,2232.47,,SME,1,1,1,0,1
8816,No,PT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,4733.16766,10.0,SME,1,1,1,1,1
8817,No,RO,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,1145.68540499163,0.0,SME,0,1,1,0,0
8818,No,BE,MANUFACTURING,4885.651,7.0,SME,1,1,1,1,1
8819,No,DE,MANUFACTURING,3865.173,60.0,SME,1,0,0,1,1
8820,No,FR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",9438.233,97.0,SME,1,1,1,1,1
8821,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5222.594,,SME,1,1,0,1,1
8822,No,DE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,7782.66893,42.0,SME,1,1,1,0,1
8823,No,SE,INFORMATION AND COMMUNICATION,1819.40318003077,16.0,SME,1,0,1,1,1
8824,No,FR,CONSTRUCTION,3063.341,,SME,1,0,1,0,1
8825,No,FR,INFORMATION AND COMMUNICATION,6355.265,29.0,SME,1,0,0,1,1
8826,No,DE,FINANCIAL AND INSURANCE ACTIVITIES,5332.3843917145,3.0,SME,1,0,0,0,1
8827,No,FR,TRANSPORTATION AND STORAGE,4181.171,37.0,SME,0,0,0,0,0
8828,No,ES,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,2579.0186,6.0,SME,1,1,1,1,0
8829,No,ES,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,1940.42512,10.0,SME,0,1,1,1,1
8830,No,HR,CONSTRUCTION,1348.41231553624,17.0,SME,0,1,1,1,0
8831,No,IT,MANUFACTURING,5790.345,16.0,SME,1,0,0,0,1
8832,No,PL,TRANSPORTATION AND STORAGE,6355.03626090855,17.0,SME,1,1,1,0,1
8833,No,SE,MANUFACTURING,3813.69190801314,20.0,SME,1,1,1,1,1
8834,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,1929.398,13.0,SME,1,0,0,0,1
8835,No,SE,REAL ESTATE ACTIVITIES,4675.94804413671,35.0,SME,1,0,1,0,1
8836,No,IT,CONSTRUCTION,4747.322,,SME,1,1,0,1,0
8837,No,IT,MANUFACTURING,4100.524,12.0,SME,1,0,1,1,1
8838,No,FI,MANUFACTURING,3719.0,31.0,SME,0,1,1,0,1
8839,No,ES,No Information,3136.69670100853,3.0,SME,0,0,0,0,0
8841,No,GR,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3385.876,31.0,SME,1,0,0,1,1
8842,No,ES,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,1219.51835,13.0,SME,0,1,0,1,0
8843,No,IT,REAL ESTATE ACTIVITIES,1563.652,1.0,SME,0,1,0,1,1
8844,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,3086.483,,SME,1,1,1,1,1
8845,No,FR,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,1414.292,26.0,SME,0,1,1,1,1
8846,No,ES,CONSTRUCTION,8017.63386,18.0,SME,0,1,0,1,1
8847,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,6500.0,27.0,SME,1,0,0,0,1
8848,No,HU,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,5205.34029349662,33.0,SME,1,1,1,1,0
8849,No,SE,MANUFACTURING,4359.59901253861,16.0,SME,1,1,1,1,1
8850,No,FR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2398.661,,SME,1,1,1,1,1
8851,No,BG,CONSTRUCTION,1385.56932756966,28.0,SME,1,0,1,1,1
8852,No,FR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1192.42,,SME,1,1,1,1,1
8853,No,FR,"ARTS, ENTERTAINMENT AND RECREATION",4167.293,43.0,SME,0,0,1,0,1
8854,No,ES,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2410.49182,33.0,SME,1,1,1,0,1
8855,No,AT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2000.0,20.0,SME,1,1,0,0,1
8856,No,CZ,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,4819.42700318643,,SME,1,1,1,1,1
8857,No,BG,MANUFACTURING,1304.27577661631,26.0,SME,1,1,1,0,1
8858,No,ES,MANUFACTURING,6188.34434,44.0,SME,0,0,1,0,0
8860,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,1388.091,,SME,0,0,1,0,0
8861,No,PT,"AGRICULTURE, FORESTRY AND FISHING",1895.10722,53.0,SME,1,1,0,1,1
8862,No,RO,INFORMATION AND COMMUNICATION,4179.35195001099,30.0,SME,1,0,1,0,1
8863,No,SE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,3102.42363073263,8.0,SME,1,0,1,0,0
8864,No,DE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",3058.0,18.0,SME,1,0,0,0,1
8865,No,DE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,5360.0,48.0,SME,1,1,1,1,1
8866,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,2630.843,10.0,SME,1,1,1,1,1
8867,No,IT,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,6234.905,27.0,SME,1,1,1,1,1
8868,No,SE,MANUFACTURING,3136.69670100853,3.0,SME,0,0,0,0,0
8869,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,1316.386,8.0,SME,0,0,0,0,0
8870,No,CZ,MANUFACTURING,4922.27679672888,24.0,SME,1,0,0,1,1
8871,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,2851.827,,SME,1,1,1,1,1
8872,No,HR,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3943.55791699512,82.0,SME,1,1,1,1,1
8873,No,DE,MANUFACTURING,2720.0,18.0,SME,1,0,1,1,0
8874,No,RO,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,3040.01540601797,13.0,SME,0,1,1,1,1
8875,No,SE,INFORMATION AND COMMUNICATION,4182.84600107998,33.0,SME,1,0,0,0,1
8877,No,SE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",1322.88903814517,10.0,SME,0,0,1,1,1
8878,No,PL,MANUFACTURING,5527.45982474511,,SME,1,1,0,1,1
8879,No,SE,INFORMATION AND COMMUNICATION,1320.27910303244,10.0,SME,1,0,0,1,1
8880,No,IT,REAL ESTATE ACTIVITIES,3409.323,11.0,SME,1,0,0,0,0
8881,No,FI,INFORMATION AND COMMUNICATION,4117.0,,SME,1,1,1,1,1
8882,No,BE,OTHER SERVICE ACTIVITIES,1990.134,16.0,SME,1,0,1,1,1
8884,No,FR,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,1888.594,,SME,1,1,1,1,1
8885,No,DE,MANUFACTURING,8000.0,25.0,SME,1,0,0,0,1
8886,No,IT,TRANSPORTATION AND STORAGE,7014.094,8.0,SME,1,1,0,1,1
8887,No,BE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,2443.922,14.0,SME,1,0,1,0,0
8888,No,HR,INFORMATION AND COMMUNICATION,3480.71436887482,7.0,SME,1,0,0,0,0
8890,No,PT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,6423.86495,14.0,SME,1,1,0,1,1
8893,No,RO,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",8090.86950543176,10.0,SME,0,0,0,1,0
8894,No,IT,MANUFACTURING,3670.915,24.0,SME,1,0,1,1,1
8895,No,PL,TRANSPORTATION AND STORAGE,4162.82276683373,,SME,0,0,1,0,1
8896,No,IT,MANUFACTURING,4797.374,16.0,SME,1,1,1,1,1
8897,No,AT,FINANCIAL AND INSURANCE ACTIVITIES,3136.69670100853,3.0,SME,0,0,0,1,0
8898,No,PL,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",4459.51860445959,4.0,SME,0,1,0,0,0
8899,No,RO,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",4355.65821873239,33.0,SME,0,1,1,1,0
