Company index,Quoted,Country ISO code,NACE2,Operating revenue EU (Turnover LAY),Number of employees (LAY),Size classification,DPO,Purpose,Acquired data,Data sharing,Rights
2770,No,DE,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,242368161.8,1897.0,Large or Very large company,1,0,0,0,1
2772,No,DE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",646626346.46,3063.0,Large or Very large company,0,1,0,1,0
2773,Yes,BE,MANUFACTURING,1058791000.0,7028.0,Large or Very large company,1,1,1,1,1
2774,No,SE,CONSTRUCTION,28716838.7441064,0.0,Large or Very large company,0,0,0,0,1
2775,No,IE,FINANCIAL AND INSURANCE ACTIVITIES,14190283.0,,Large or Very large company,1,1,0,1,1
2776,No,DE,FINANCIAL AND INSURANCE ACTIVITIES,41083098.0,152.0,Large or Very large company,1,1,1,1,1
2777,No,FR,FINANCIAL AND INSURANCE ACTIVITIES,0.0,,Large or Very large company,1,1,1,1,1
2780,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,12197518.0,,Large or Very large company,1,0,1,0,0
2781,No,ES,MANUFACTURING,30902000.0,257.0,Large or Very large company,0,0,0,1,0
2783,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,0,1,1,0,0
2785,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,29664530.0,33.0,Large or Very large company,1,1,1,0,1
2786,No,BE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",43057727.0,133.0,Large or Very large company,1,1,1,1,1
2787,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,26848146.0,22.0,Large or Very large company,0,0,1,1,0
2788,No,SE,TRANSPORTATION AND STORAGE,211834547.135692,474.0,Large or Very large company,1,1,1,1,0
2789,No,NL,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,74841612.0,151.0,Large or Very large company,0,1,1,1,1
2790,No,FR,INFORMATION AND COMMUNICATION,12246166.0,274.0,Large or Very large company,1,1,1,0,1
2791,No,ES,FINANCIAL AND INSURANCE ACTIVITIES,721856000.0,4653.0,Large or Very large company,1,0,1,0,1
2792,No,SE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,13046945.5538771,22.0,Large or Very large company,0,1,1,1,1
2793,No,DE,MANUFACTURING,,730.0,Large or Very large company,0,0,1,1,0
2794,No,SE,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,0,0,0,1
2795,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,2809.28,,Large or Very large company,1,1,0,0,1
2796,No,DE,INFORMATION AND COMMUNICATION,,164.0,Large or Very large company,0,1,0,1,0
2797,No,IE,TRANSPORTATION AND STORAGE,157655000.0,,Large or Very large company,1,1,0,1,1
2798,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,41211495.0,51.0,Large or Very large company,1,1,1,1,0
2799,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,1,1,1
2801,No,RO,MANUFACTURING,19430742.6764426,190.0,Large or Very large company,1,1,0,0,1
2802,No,ES,TRANSPORTATION AND STORAGE,5759489.0,7.0,Large or Very large company,1,1,1,1,1
2803,No,LT,TRANSPORTATION AND STORAGE,13856378.0,34.0,Large or Very large company,1,1,1,1,1
2804,No,FR,MANUFACTURING,124582407.0,486.0,Large or Very large company,0,1,1,1,0
2806,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,-522688.0,,Large or Very large company,1,1,0,1,1
2807,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,15923666.01,71.0,Large or Very large company,0,1,0,0,0
2809,No,SE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,10166716.6254021,44.0,Large or Very large company,1,1,1,0,1
2810,No,IT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",90019899.0,492.0,Large or Very large company,1,0,1,1,0
2811,No,NL,REAL ESTATE ACTIVITIES,64399000.0,258.0,Large or Very large company,1,1,1,1,1
2812,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,0,1,1
2813,No,FR,FINANCIAL AND INSURANCE ACTIVITIES,1045918956.0,,Large or Very large company,1,1,0,0,1
2815,No,FR,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,317897223.0,39.0,Large or Very large company,0,1,0,0,1
2816,No,AT,INFORMATION AND COMMUNICATION,,184.0,Large or Very large company,1,1,1,1,1
2817,No,NL,TRANSPORTATION AND STORAGE,,,Large or Very large company,1,0,1,1,1
2818,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,0,0,1
2820,No,BE,INFORMATION AND COMMUNICATION,108163716.0,39.0,Large or Very large company,1,1,1,1,1
2821,No,AT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,4228940000.0,,Large or Very large company,1,1,1,1,1
2822,No,PL,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,,,Large or Very large company,1,1,1,1,1
2823,No,IT,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,29676586.0,102.0,Large or Very large company,1,1,1,1,1
2824,No,IT,TRANSPORTATION AND STORAGE,49741147.0,310.0,Large or Very large company,0,0,0,0,0
2826,No,DE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,,1.0,Large or Very large company,1,1,1,0,1
2827,No,FR,INFORMATION AND COMMUNICATION,94833413.0,,Large or Very large company,1,1,1,1,0
2828,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,569.15,,Large or Very large company,1,1,0,0,1
2829,No,FR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",944698.0,5.0,Large or Very large company,1,1,1,1,1
2830,No,IE,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,1,1,1
2831,No,SE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",127618109.992788,546.0,Large or Very large company,1,1,0,0,0
2832,No,BG,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,6742374.56679981,243.0,Large or Very large company,0,1,1,1,0
2833,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,0,1,1,1,1
2835,No,ES,FINANCIAL AND INSURANCE ACTIVITIES,420000.0,2.0,Large or Very large company,0,0,0,0,1
2837,No,FI,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,18601000.0,5.0,Large or Very large company,1,1,1,1,1
2840,No,BE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,10030025.0,12.0,Large or Very large company,0,0,1,1,1
2842,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,0,0,1
2843,No,NL,REAL ESTATE ACTIVITIES,,,Large or Very large company,1,1,1,1,1
2844,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,5591.43,,Large or Very large company,1,1,0,0,1
2845,No,BE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,136006853.0,843.0,Large or Very large company,1,1,1,0,1
2846,No,DE,MANUFACTURING,21474961.97,54.0,Large or Very large company,1,0,0,0,1
2847,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,173758736.8,297.0,Large or Very large company,1,1,1,0,1
2848,No,DE,MANUFACTURING,24000000.0,40.0,Large or Very large company,1,0,0,0,1
2849,No,ES,FINANCIAL AND INSURANCE ACTIVITIES,8955000.0,65.0,Large or Very large company,1,1,0,1,1
2850,No,FR,MANUFACTURING,587732940.0,1588.0,Large or Very large company,1,1,1,1,1
2852,No,FR,MANUFACTURING,13427198.0,61.0,Large or Very large company,1,1,1,1,1
2853,No,DE,MANUFACTURING,158567728.95,706.0,Large or Very large company,0,0,0,1,0
2854,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,10700000.0,47.0,Large or Very large company,1,0,0,1,1
2855,Yes,RO,MANUFACTURING,4704648.43906267,87.0,Large or Very large company,1,0,0,1,0
2856,No,NL,MANUFACTURING,,107.0,Large or Very large company,1,1,1,1,1
2857,No,ES,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",306533560.0,3346.0,Large or Very large company,1,1,1,1,1
2858,No,IT,MANUFACTURING,103156000.0,89.0,Large or Very large company,1,1,1,1,1
2859,No,CZ,MANUFACTURING,94500418.8540173,,Large or Very large company,1,1,0,1,1
2860,No,DE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,220.0,Large or Very large company,0,1,0,1,0
2862,No,DE,MANUFACTURING,413076644.95,3062.0,Large or Very large company,0,1,1,0,0
2863,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,,82.0,Large or Very large company,0,0,0,1,1
2864,No,DE,MANUFACTURING,,208.0,Large or Very large company,1,0,0,1,1
2865,No,SE,MANUFACTURING,436899994.831547,861.0,Large or Very large company,1,1,1,1,0
2866,No,SE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,30246010.4072301,69.0,Large or Very large company,1,1,1,1,0
2867,No,FR,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",32419000.0,121.0,Large or Very large company,1,1,1,1,1
2868,No,FR,MANUFACTURING,94953104.0,112.0,Large or Very large company,1,1,1,1,1
2869,No,IT,MANUFACTURING,15102222.0,111.0,Large or Very large company,1,1,0,1,1
2870,No,IE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",745939493.0,,Large or Very large company,1,1,0,0,0
2871,No,NL,MINING AND QUARRYING,281658542.352,,Large or Very large company,0,1,0,1,0
2872,No,BG,CONSTRUCTION,5152775.5277325,184.0,Large or Very large company,0,0,0,0,0
2873,No,DK,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,37368695.611908,407.0,Large or Very large company,1,1,1,1,1
2874,No,AT,MANUFACTURING,,110.0,Large or Very large company,1,1,1,0,1
2875,No,DK,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,76578611.1168749,195.0,Large or Very large company,1,1,1,1,1
2877,No,IT,No Information,,,Large or Very large company,1,1,1,1,1
2879,Yes,DE,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,14509000000.0,54000.0,Large or Very large company,1,1,1,0,0
2880,No,PL,MANUFACTURING,35789493.7087749,86.0,Large or Very large company,0,0,0,0,1
2881,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,9.15,,Large or Very large company,1,1,0,0,1
2882,No,DE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,100233786.48,133.0,Large or Very large company,1,1,1,1,1
2883,No,SE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",2871.68387441064,,Large or Very large company,1,1,1,1,1
2884,No,IE,INFORMATION AND COMMUNICATION,94961705.0,51.0,Large or Very large company,1,1,1,1,1
2885,No,SE,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,112000552.964601,785.0,Large or Very large company,1,0,0,0,0
2886,No,AT,MANUFACTURING,,,Large or Very large company,0,0,1,0,0
2887,No,DE,INFORMATION AND COMMUNICATION,21062947.06,75.0,Large or Very large company,1,1,1,1,1
2888,No,FR,CONSTRUCTION,37710679.0,84.0,Large or Very large company,1,1,1,1,1
2889,No,DE,MANUFACTURING,15000000.0,112.0,Large or Very large company,1,0,0,0,1
2890,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,177040000.0,1752.0,Large or Very large company,0,1,1,1,1
2891,No,IT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",260797684.0,899.0,Large or Very large company,1,1,1,1,1
2892,No,AT,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,42490258.26,275.0,Large or Very large company,1,0,1,0,1
2893,No,FR,MANUFACTURING,15290509.0,79.0,Large or Very large company,0,0,0,0,1
2894,No,DE,MANUFACTURING,103000000.0,400.0,Large or Very large company,1,0,1,1,1
2895,No,DK,FINANCIAL AND INSURANCE ACTIVITIES,2899447341.34014,16631.0,Large or Very large company,1,1,1,1,1
2896,No,IT,MANUFACTURING,10061841.0,69.0,Large or Very large company,0,0,0,1,0
2897,No,DE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,40.0,Large or Very large company,0,1,1,1,1
2898,No,AT,MANUFACTURING,34488192.01,66.0,Large or Very large company,0,0,0,0,1
2899,Yes,MT,"ARTS, ENTERTAINMENT AND RECREATION",1236028210.95129,1564.0,Large or Very large company,1,0,0,1,1
2900,No,CZ,MANUFACTURING,9837706.54969917,150.0,Large or Very large company,1,1,1,1,1
2901,No,FR,REAL ESTATE ACTIVITIES,151720006.0,490.0,Large or Very large company,0,1,0,0,0
2902,No,DE,MANUFACTURING,,150.0,Large or Very large company,1,0,0,0,1
2904,No,DE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",59351726.08,319.0,Large or Very large company,1,0,0,1,1
2905,No,FI,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,18625000.0,27.0,Large or Very large company,0,0,1,1,1
2906,No,PL,TRANSPORTATION AND STORAGE,19306965.7265819,38.0,Large or Very large company,1,1,1,1,1
2908,No,IT,INFORMATION AND COMMUNICATION,15018153.0,119.0,Large or Very large company,1,1,0,1,0
2909,No,IT,MANUFACTURING,34384001.0,198.0,Large or Very large company,1,1,1,0,1
2910,No,GR,MANUFACTURING,39230896.0,294.0,Large or Very large company,1,0,0,0,1
2912,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,,967.0,Large or Very large company,0,1,0,1,0
2913,No,MT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,11446700.0,,Large or Very large company,1,1,1,1,0
2915,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,388552420.45,191.0,Large or Very large company,1,1,0,1,1
2916,No,ES,CONSTRUCTION,15980000.0,42.0,Large or Very large company,0,0,1,1,0
2917,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,96.46,,Large or Very large company,1,1,0,0,1
2918,No,PL,REAL ESTATE ACTIVITIES,1780684.94142094,28.0,Large or Very large company,0,0,0,0,0
2919,No,BE,REAL ESTATE ACTIVITIES,,,Large or Very large company,0,0,0,0,1
2920,No,DE,OTHER SERVICE ACTIVITIES,180279488.61,393.0,Large or Very large company,1,1,1,1,1
2922,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,44704312.0,116.0,Large or Very large company,0,1,1,1,0
2923,No,IT,MANUFACTURING,110647253.0,85.0,Large or Very large company,1,0,1,1,1
2926,No,PL,INFORMATION AND COMMUNICATION,38907391.7067717,461.0,Large or Very large company,1,1,1,1,0
2928,No,PL,MANUFACTURING,282888183.896428,529.0,Large or Very large company,1,1,1,0,1
2929,No,FR,TRANSPORTATION AND STORAGE,9817238.0,174.0,Large or Very large company,1,1,1,1,1
2931,No,ES,EDUCATION,12177390.6,32.0,Large or Very large company,1,1,0,1,1
2933,No,DE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,4100000.0,15.0,Large or Very large company,1,0,1,1,0
2934,No,FR,MANUFACTURING,20463917.0,97.0,Large or Very large company,0,0,1,0,1
2936,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,350358336.0,,Large or Very large company,1,1,1,1,1
2937,Yes,HR,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,7735682.02465977,119.0,Large or Very large company,1,1,1,0,1
2938,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,43137092.0,,Large or Very large company,1,1,1,1,1
2939,No,EE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,19184149.0,42.0,Large or Very large company,0,0,0,1,1
2940,Yes,LU,MINING AND QUARRYING,2824873261.36343,,Large or Very large company,1,1,1,1,1
2941,No,DE,CONSTRUCTION,86144672.57,294.0,Large or Very large company,0,1,1,1,1
2942,No,DK,TRANSPORTATION AND STORAGE,64497069.3967486,343.0,Large or Very large company,1,0,1,1,1
2943,Yes,ES,INFORMATION AND COMMUNICATION,5222862.0,42.0,Large or Very large company,1,1,0,1,1
2944,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,0,0,1
2945,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,0,0,1
2946,No,FR,MINING AND QUARRYING,704899366.0,20.0,Large or Very large company,1,0,0,1,1
2947,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,0,1,0,0,0
2948,No,FR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,308859129.0,,Large or Very large company,1,0,0,0,0
2949,No,NL,MANUFACTURING,,,Large or Very large company,1,1,1,1,1
2951,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,200388844.0,,Large or Very large company,0,0,1,0,0
2952,No,IT,MANUFACTURING,16738069.0,19.0,Large or Very large company,1,1,0,1,1
2953,No,IT,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,36428927.0,592.0,Large or Very large company,0,1,0,0,0
2954,No,ES,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,14404727.639,151.0,Large or Very large company,0,0,1,0,1
2955,No,IT,MANUFACTURING,13914980.0,49.0,Large or Very large company,1,0,0,0,0
2956,No,BE,TRANSPORTATION AND STORAGE,48918433.0,139.0,Large or Very large company,0,1,0,0,0
2957,No,FR,FINANCIAL AND INSURANCE ACTIVITIES,125877166.0,419.0,Large or Very large company,1,1,1,1,1
2958,No,ES,MANUFACTURING,54371000.0,135.0,Large or Very large company,1,1,1,1,1
2959,No,DE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,298.0,Large or Very large company,0,0,0,0,1
2960,No,DE,MANUFACTURING,50014689.22,233.0,Large or Very large company,1,0,1,1,1
2961,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,0,0,0,0,1
2962,No,IT,MANUFACTURING,16132628.0,39.0,Large or Very large company,1,0,0,1,1
2963,No,ES,MANUFACTURING,112135000.0,323.0,Large or Very large company,0,1,0,1,0
2965,No,ES,TRANSPORTATION AND STORAGE,32626000.0,6.0,Large or Very large company,1,1,0,1,0
2966,No,PT,FINANCIAL AND INSURANCE ACTIVITIES,42912371.29,2.0,Large or Very large company,1,0,0,0,1
2967,No,FR,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,77804274.0,,Large or Very large company,0,0,0,0,1
2968,No,NL,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",,,Large or Very large company,1,1,1,1,1
2969,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,134352000.0,1744.0,Large or Very large company,1,0,1,0,1
2970,No,PL,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,20423614.8066042,,Large or Very large company,0,0,0,0,0
2971,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,44421195.0,155.0,Large or Very large company,1,1,1,1,1
2972,No,BE,MANUFACTURING,14526084.0,13.0,Large or Very large company,0,1,1,1,1
2973,No,IT,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",54923512.0,343.0,Large or Very large company,1,1,0,1,1
2974,No,IT,FINANCIAL AND INSURANCE ACTIVITIES,1474627.0,8.0,Large or Very large company,0,1,0,1,0
2975,No,PL,MANUFACTURING,67467262.3626063,,Large or Very large company,1,1,1,1,1
2976,No,IT,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,13973751.0,98.0,Large or Very large company,1,1,0,1,1
2977,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,93827000.0,215.0,Large or Very large company,1,1,1,1,1
2978,No,IT,MANUFACTURING,70387663.0,155.0,Large or Very large company,0,0,0,1,0
2979,No,DK,INFORMATION AND COMMUNICATION,,109.0,Large or Very large company,1,1,1,1,1
2980,No,SE,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,29078383.7438947,,Large or Very large company,1,0,0,1,1
2981,No,MT,No Information,0.0,,Large or Very large company,1,0,0,0,1
2982,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,0,0,1
2984,Yes,ES,FINANCIAL AND INSURANCE ACTIVITIES,,,Large or Very large company,1,1,0,0,1
2987,No,SE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,19697446.8143544,78.0,Large or Very large company,1,1,1,1,1
2988,No,DE,MANUFACTURING,222685000.0,1041.0,Large or Very large company,0,1,0,0,1
2989,No,GR,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,26297514.0,60.0,Large or Very large company,1,1,0,0,1
2990,No,IT,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,20456866.0,87.0,Large or Very large company,0,1,0,1,1
2991,Yes,DK,INFORMATION AND COMMUNICATION,2370493.20921338,33.0,Large or Very large company,0,1,1,1,1
2992,No,BE,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,11945050.0,27.0,Large or Very large company,1,1,1,1,1
2993,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,25379992.0,,Large or Very large company,1,1,1,1,1
2995,No,IT,MANUFACTURING,100124579.0,182.0,Large or Very large company,1,1,1,0,1
2997,No,RO,MANUFACTURING,11079958.1164173,72.0,Large or Very large company,1,1,1,1,1
2998,No,DE,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,67178459.7,1028.0,Large or Very large company,0,1,1,0,0
2999,No,IT,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,47344853.0,13.0,Large or Very large company,0,0,1,0,0
3001,No,HR,MANUFACTURING,17353411.2474326,80.0,Large or Very large company,1,1,1,1,1
3002,No,BE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",4840937.0,,Large or Very large company,1,1,1,1,1
3003,No,IT,REAL ESTATE ACTIVITIES,4221204.0,4.0,Large or Very large company,1,0,0,0,0
3004,No,SE,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",13040029.3053113,59.0,Large or Very large company,1,1,1,1,1
3005,No,DE,MANUFACTURING,,710.0,Large or Very large company,1,0,0,0,0
3006,No,ES,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",359598000.0,1686.0,Large or Very large company,1,1,0,1,1
3007,No,PT,FINANCIAL AND INSURANCE ACTIVITIES,154292067.0,866.0,Large or Very large company,0,1,0,0,0
3009,No,DE,FINANCIAL AND INSURANCE ACTIVITIES,,67.0,Large or Very large company,1,0,0,1,0
3010,No,DE,MANUFACTURING,,2.0,Large or Very large company,1,0,1,0,1
3011,No,DE,MANUFACTURING,,34.0,Large or Very large company,1,1,1,1,1
3012,No,ES,MANUFACTURING,15112847.399,74.0,Large or Very large company,1,0,0,0,1
3013,No,FI,MANUFACTURING,465076000.0,452.0,Large or Very large company,1,1,1,1,1
3015,No,IT,MANUFACTURING,258228548.0,45.0,Large or Very large company,0,0,0,0,0
3016,No,BG,MANUFACTURING,26888203.2375396,287.0,Large or Very large company,1,1,1,1,1
3017,No,LU,FINANCIAL AND INSURANCE ACTIVITIES,994791.0,,Large or Very large company,0,1,1,0,0
3018,Yes,FI,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,164097000.0,1557.0,Large or Very large company,0,0,0,0,0
3019,No,DE,MANUFACTURING,,450.0,Large or Very large company,0,0,0,0,0
3020,No,RO,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",12281782.7187669,12.0,Large or Very large company,1,1,1,0,1
3021,No,PL,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,12820603.4277874,63.0,Large or Very large company,1,1,1,0,1
3022,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,1839080000.0,,Large or Very large company,0,1,1,0,0
3023,No,DK,FINANCIAL AND INSURANCE ACTIVITIES,,0.0,Large or Very large company,1,1,1,1,1
3024,No,NL,FINANCIAL AND INSURANCE ACTIVITIES,,3.0,Large or Very large company,0,0,0,0,0
3025,No,SE,ACCOMMODATION AND FOOD SERVICE ACTIVITIES,18125111.3873218,122.0,Large or Very large company,1,1,1,1,1
3026,No,FI,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,25762000.0,22.0,Large or Very large company,1,0,1,0,1
3027,No,NL,REAL ESTATE ACTIVITIES,56323553.0,44.0,Large or Very large company,1,1,1,1,1
3028,No,PL,INFORMATION AND COMMUNICATION,32985682.5636812,291.0,Large or Very large company,1,0,1,1,1
